sequenceID,min.log.lambda,max.log.lambda,labels,errors
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,5.54734213063681,6.99226275653108,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,10.6465387132445,10.7929261809735,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.5442880151762,12.5933435438145,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,10.5716455793145,10.6465387132445,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,11.3877365385947,12.1218434035814,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.1218434035814,12.3870899667596,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.3870899667596,12.4973607343541,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,10.7929261809735,11.3877365385947,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.9245847856809,13.9421602326305,11,4
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.5933435438145,12.6486652922946,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.6486652922946,12.9245847856809,11,4
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,13.9421602326305,inf,11,8
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,12.4973607343541,12.5442880151762,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,11.1129097913225,11.4365449258248,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,11.6003489015508,11.6377873277088,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,-inf,1.98583235587209,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,1.98583235587209,5.53869624904519,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,5.53869624904519,7.19348366003916,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,7.19348366003916,9.30523368730847,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,10.5514075323087,11.1129097913225,5,4
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,9.30523368730847,10.5514075323087,5,4
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,13.5382229762215,13.7206338010758,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,13.7206338010758,13.930795481155,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,14.6446677070276,inf,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,14.0295280656662,14.6446677070276,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,13.930795481155,14.0295280656662,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,11.4365449258248,11.6003489015508,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,11.6377873277088,11.6936014652328,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,12.5437288480799,13.5382229762215,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,11.6936014652328,12.5437288480799,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.18200025562243,9.2453591018328,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.03525055903536,9.18200025562243,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,8.67081960632099,9.03525055903536,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,1.84982692010174,5.40808715794461,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,6.78834181619214,7.52052816030684,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,5.40808715794461,6.78834181619214,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.2453591018328,9.28874201002827,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,7.52052816030684,8.67081960632099,7,4
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,-inf,1.84982692010174,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.28874201002827,9.29279590556567,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,12.1495672193177,12.2030858861472,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,10.5099058754226,11.5471829431408,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,11.5471829431408,11.8874560215841,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,12.1024652233598,12.1495672193177,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,11.8874560215841,12.1024652233598,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,12.2030858861472,12.6025085394322,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,12.6025085394322,13.6263777292782,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,13.6263777292782,inf,7,6
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.4431317235038,10.5099058754226,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,9.29279590556567,9.4431317235038,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,10.2885196271616,11.2691360959702,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,11.7690601442469,11.869322301845,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,-inf,2.68135175055323,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,2.68135175055323,6.22518779472841,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,6.22518779472841,7.72240137326795,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,7.72240137326795,9.40684810487954,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,9.40684810487954,10.2885196271616,7,3
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,11.2691360959702,11.7690601442469,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,12.072469315782,12.6218832747988,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,12.6218832747988,12.9021986081471,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,12.9021986081471,12.9951440935086,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,12.9951440935086,13.0789299921934,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,13.0789299921934,13.2584713248859,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,13.2584713248859,14.0800308342657,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,14.0800308342657,inf,7,6
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,11.869322301845,12.072469315782,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.5763984505438,10.576863163463,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.5565589994628,10.5763984505438,11,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.3580780767829,10.5565589994628,11,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,9.52126888976447,10.3580780767829,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,-inf,2.64310994698589,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,7.50820454751225,8.17428172600887,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,2.64310994698589,6.25588546708866,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.6069301261784,10.6387472106136,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.576863163463,10.6069301261784,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,8.17428172600887,9.52126888976447,11,6
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,6.25588546708866,7.50820454751225,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,13.0927113771282,14.0900528345946,11,4
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,12.615872130668,12.6774204856701,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.8798815963343,11.3884867454481,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,11.3884867454481,12.0964385858134,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,12.0964385858134,12.4896589052309,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,12.4896589052309,12.615872130668,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.7020494845367,10.8798815963343,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,12.6774204856701,12.7221886983942,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,14.0900528345946,inf,11,8
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,10.6387472106136,10.7020494845367,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,12.7221886983942,13.0927113771282,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,-inf,2.75754858140646,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.4352043341468,11.666605974443,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,9.39509465379749,10.4216326712058,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.1230839470834,11.4352043341468,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,10.4216326712058,11.1230839470834,5,4
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.7303016199608,11.74969870377,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,7.72653726438558,9.39509465379749,5,4
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,6.26466666561812,7.72653726438558,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.666605974443,11.7303016199608,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,2.75754858140646,6.26466666561812,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.74969870377,11.7503608469608,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,13.8152095262594,13.8647615559977,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,15.0692133448231,inf,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,14.3048383716246,15.0692133448231,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,13.8647615559977,14.3048383716246,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,11.7503608469608,12.741812843569,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,13.8086074121267,13.8152095262594,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,13.6675507154143,13.8086074121267,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,12.741812843569,13.6675507154143,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,-inf,2.67904571967976,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,2.67904571967976,6.2023054853304,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,6.2023054853304,7.42069168398367,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.4656315718542,12.8787085355836,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.53622017888952,9.57276223693425,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.00247887605793,9.37787323413559,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.37787323413559,9.53622017888952,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,7.42069168398367,8.04630510600767,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.59048519831931,9.59952426053675,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,8.04630510600767,9.00247887605793,7,4
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.57276223693425,9.59048519831931,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.8787085355836,13.9343335698548,7,4
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.59952426053675,9.63417349889144,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,13.9343335698548,inf,7,6
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.1834441311142,12.2987962054462,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.1141140183837,12.1834441311142,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.0861322952025,12.1141140183837,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,12.2987962054462,12.4656315718542,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,10.5393551834058,11.7672806938498,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.7060138366687,10.5393551834058,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,9.63417349889144,9.7060138366687,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,11.7672806938498,12.0861322952025,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,6.47993012777943,8.01432902912508,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,9.20427719301778,10.9477626266381,7,3
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,8.01432902912508,9.20427719301778,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,12.1540171267819,12.355736215424,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,2.54963404792088,6.47993012777943,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,-inf,2.54963404792088,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,11.9405819959113,12.1540171267819,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,10.9477626266381,11.9405819959113,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,12.355736215424,12.4462308747388,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,12.4462308747388,12.8255060944467,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,13.4725744394339,13.8094288466282,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,13.8094288466282,14.1648518038058,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,14.1648518038058,14.2375114414268,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,14.2375114414268,14.7185694533644,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,14.7185694533644,inf,7,6
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,12.8255060944467,13.4725744394339,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,2.48925572146617,6.54633159245268,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,6.54633159245268,8.25403853106628,11,10
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,8.25403853106628,9.21660160810501,11,9
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,-inf,2.48925572146617,11,11
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,10.9622349263583,10.9760432107004,11,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,10.907928411265,10.9622349263583,11,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,11.0120605746972,11.113689742808,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,9.21660160810501,10.171051616237,11,6
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,10.171051616237,10.907928411265,11,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,10.9879534957875,11.0120605746972,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,10.9760432107004,10.9879534957875,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.3993761793093,14.5686750947761,11,4
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,11.3586701725907,11.8185452211486,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.2514541689578,13.3993761793093,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.2082158534799,13.2514541689578,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.1947117003605,13.2082158534799,11,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,14.5686750947761,inf,11,8
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.0726553667836,13.1835310574001,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,12.6098492599569,13.0726553667836,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,11.8185452211486,12.6098492599569,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,13.1835310574001,13.1947117003605,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,11.113689742808,11.3586701725907,11,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,12.6324132581583,12.759747003989,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,-inf,2.66199858302849,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,2.66199858302849,6.58383461619578,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,6.58383461619578,8.23120201808633,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,8.23120201808633,9.62536279880859,5,5
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,9.62536279880859,11.589785903114,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,11.589785903114,12.4026898027541,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,12.4026898027541,12.6324132581583,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,12.8134332824876,12.8562414266183,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,13.2629166844597,14.1001888862339,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,14.1001888862339,14.8637468193207,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,14.8637468193207,15.0129995930302,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,15.0129995930302,15.1077856233225,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,15.1077856233225,16.0866637768272,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,16.0866637768272,inf,5,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,12.8562414266183,13.2629166844597,5,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,12.759747003989,12.8134332824876,5,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,10.0027005213116,10.0235351296798,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,9.90434606314983,10.0027005213116,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,9.67860726484687,9.90434606314983,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,9.28470573110508,9.67860726484687,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,10.0322831892197,10.0493439057061,7,0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,7.91328723379204,8.6290465876823,7,6
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,6.45160588105872,7.91328723379204,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,10.0235351296798,10.0322831892197,7,1
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,8.6290465876823,9.28470573110508,7,4
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,2.59015266377657,6.45160588105872,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,-inf,2.59015266377657,7,7
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,12.7471861060224,12.7496850834656,7,2
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,10.6803024596374,11.6966563152875,7,0
