sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,count,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:103913906-120697156,0,0,1,2,660,3.020605783,17.36754381,16783250,622925,0,0,0.693147181,1.098612289,6.49375384,1.391432583,2.910585184,16.63589198,13.34218301,0,0,0,0.693147181,6.492239835,1.105457402,2.854603166,16.63589192,13.34218141,0,0,0,-0.366512921,1.870607592,0.100259187,1.048932837,2.811562525,2.590930551
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:30028082-91800000,0,0,1,2,693,3.06545505,16.93551448,61771918,2379013,0,0,0.693147181,1.098612289,6.542471961,1.40252568,2.886782796,17.93895943,14.68219667,0,0,0,0.693147181,6.541029999,1.120196025,2.829412865,17.93895942,14.68219625,0,0,0,-0.366512921,1.878094645,0.113503692,1.040069222,2.886974851,2.686635621
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr2:110251337-149690582,0,0,1,2,1218,2.147310401,12.55355851,39439245,1197718,0,0,0.693147181,1.098612289,7.105786129,1.146548247,2.606649134,17.49027197,13.99592947,0,0,0,0.693147181,7.104965448,0.764216083,2.530004172,17.49027194,13.99592864,0,0,0,-0.366512921,1.960793899,-0.268904699,0.928220952,2.861644837,2.638766476
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:60000-66170270,0,0,1,2,556,2.174773571,12.01119366,66110270,1963025,0,0,0.693147181,1.098612289,6.32256524,1.155236314,2.565810038,18.00683468,14.48999772,0,0,0,0.693147181,6.320768294,0.776924554,2.48583902,18.00683466,14.48999721,0,0,0,-0.366512921,1.843840766,-0.252412032,0.910610236,2.890751389,2.673458564
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:93504854-194041961,0,0,1,2,785,2.486853098,14.20506769,100537107,3349457,0,0,0.693147181,1.098612289,6.666956792,1.248999638,2.721628773,18.42603745,15.0243091,0,0,0,0.693147181,6.665683718,0.911018095,2.653598781,18.42603744,15.0243088,0,0,0,-0.366512921,1.896972532,-0.093192519,0.975916749,2.913764743,2.709669476
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:1478646-8799203,0,0,1,2,583,3.534514518,17.54074357,7320557,325876,0,0,0.693147181,1.098612289,6.369900983,1.511718026,2.919970666,15.80619711,12.69427529,0,0,0,0.693147181,6.368187186,1.262575954,2.864526379,15.80619698,12.69427222,0,0,0,-0.366512921,1.851314843,0.233154042,1.052403024,2.760402077,2.541150885
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:75452279-190000000,0,0,1,2,564,2.076841983,12.04758476,114547721,3350621,0,0,0.693147181,1.098612289,6.336825731,1.123903741,2.568603041,18.55650208,15.02465656,0,0,0,0.693147181,6.335054251,0.730848462,2.488864205,18.55650207,15.02465626,0,0,0,-0.366512921,1.846098378,-0.313549142,0.911826464,2.920820244,2.709692602
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr5:100000-17500000,0,0,1,2,559,2.018926379,10.91306389,17400000,521067,0,0,0.693147181,1.098612289,6.327936784,1.104901265,2.477635604,16.67198082,13.16363583,0,0,0,0.693147181,6.326149473,0.702565875,2.389960594,16.67198076,13.16363391,0,0,0,-0.366512921,1.844691753,-0.35301611,0.871276878,2.813729512,2.577458021
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr11:96437584-134946516,0,0,1,2,62,1.576280822,1.878244233,38508932,1162503,0,0,0.693147181,1.098612289,4.143134726,0.946346817,1.057180467,17.4664008,13.96608686,0,0,0,0.693147181,4.127134385,0.455068162,0.630337422,17.46640077,13.966086,0,0,0,-0.366512921,1.417583313,-0.787308064,-0.461500013,2.86027908,2.636631962
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:103913906-120697156,0,0,1,2,54,1.577365409,1.924594433,16783250,505820,0,0,0.693147181,1.098612289,4.007333185,0.946767718,1.073155816,16.63589198,13.13393813,0,0,0,0.693147181,3.988984047,0.455755993,0.654715261,16.63589192,13.13393615,0,0,0,-0.366512921,1.383536574,-0.785797717,-0.423554853,2.811562525,2.575199427
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:30028082-91800000,0,0,1,2,67,1.720564788,2.05913349,61771918,2027616,0,0,0.693147181,1.098612289,4.219507705,1.000839501,1.118131703,17.93895943,14.52237177,0,0,0,0.693147181,4.204692619,0.542652602,0.722285258,17.93895942,14.52237128,0,0,0,-0.366512921,1.436201192,-0.611285939,-0.325335124,2.886974851,2.675690307
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr2:110251337-149690582,0,0,1,2,56,1.636427269,1.814091703,39439245,1235965,0,0,0.693147181,1.098612289,4.043051268,0.969424694,1.034639546,17.49027197,14.02736341,0,0,0,0.693147181,4.025351691,0.492515371,0.595584903,17.49027194,14.0273626,0,0,0,-0.366512921,1.392612284,-0.708229608,-0.518211326,2.861644837,2.641009894
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:60000-66170270,0,0,1,3,58,1.752971966,2.001701292,66110270,2212607,0,0,0.693147181,1.386294361,4.077537444,1.012681043,1.099179225,18.00683468,14.60968247,0,0,0,1.098612289,4.060443011,0.561312614,0.693997465,18.00683466,14.60968202,0,0,0,0.094047828,1.401292084,-0.577477284,-0.365286971,2.890751389,2.681684461
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:93504854-194041961,0,0,1,2,62,1.670043669,1.88778123,100537107,3210784,0,0,0.693147181,1.098612289,4.143134726,0.982094828,1.060488467,18.42603745,14.98202601,0,0,0,0.693147181,4.127134385,0.512849775,0.635402187,18.42603744,14.9820257,0,0,0,-0.366512921,1.417583313,-0.667772313,-0.453497115,2.913764743,2.706851196
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:1478646-8799203,0,0,1,2,46,1.603468288,2.024404961,7320557,224993,0,0,0.693147181,1.098612289,3.850147602,0.956844513,1.106714365,15.80619711,12.32382901,0,0,0,0.693147181,3.828641396,0.472168963,0.705275811,15.80619698,12.32382457,0,0,0,-0.366512921,1.342510013,-0.750418385,-0.349166332,2.760402077,2.511534346
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:75452279-190000000,0,0,1,2,64,1.639276097,1.828078455,114547721,3593081,0,0,0.693147181,1.098612289,4.17438727,0.970504674,1.03959749,18.55650208,15.09452089,0,0,0,0.693147181,4.158883083,0.49425474,0.60326539,18.55650207,15.09452061,0,0,0,-0.366512921,1.425246549,-0.704704226,-0.505398062,2.920820244,2.714331804
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr5:100000-17500000,0,0,1,2,60,1.62096523,1.742066583,17400000,541649,0,0,0.693147181,1.098612289,4.110873864,0.963542658,1.008711863,16.67198082,13.20237532,0,0,0,0.693147181,4.094344562,0.483021793,0.5550721,16.67198076,13.20237347,0,0,0,-0.366512921,1.409606646,-0.727693507,-0.588657264,2.813729512,2.580396622
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr11:96437584-134946516,0,0,1,3,433,2.778326,9.275020479,38508932,1190404,0,0,0.693147181,1.386294361,6.073044534,1.329281054,2.329715754,17.4664008,13.98980414,0,0,0,1.098612289,6.070737728,1.021848588,2.227324817,17.46640077,13.9898033,0,0,0,0.094047828,1.803480134,0.021613328,0.800801231,2.86027908,2.638328729
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:103913906-120697156,0,0,1,3,432,3.185731727,11.18601178,16783250,571711,0,0,0.693147181,1.386294361,6.070737728,1.431681534,2.500288719,16.63589198,13.25639065,0,0,0,1.098612289,6.068425588,1.158682004,2.41466405,16.63589192,13.2563889,0,0,0,0.094047828,1.803099196,0.147283156,0.881560168,2.811562525,2.584479617
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:30028082-91800000,0,0,1,3,424,3.197012646,10.90358977,61771918,2131972,0,0,0.693147181,1.386294361,6.052089169,1.434372997,2.476840016,17.93895943,14.5725584,0,0,0,1.098612289,6.049733455,1.162216826,2.389092071,17.93895942,14.57255793,0,0,0,0.094047828,1.800014214,0.150329238,0.870913407,2.886974851,2.679140166
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr2:110251337-149690582,0,0,1,3,621,2.408994163,7.568406102,39439245,1092872,0,0,0.693147181,1.386294361,6.432940093,1.226417281,2.14808173,17.49027197,13.90432057,0,0,0,1.098612289,6.431331082,0.879209301,2.023982491,17.49027194,13.90431965,0,0,0,0.094047828,1.861181528,-0.128732297,0.705067101,2.861644837,2.632199558
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:60000-66170270,0,0,1,4,447,3.22741869,10.60665129,66110270,2319170,0,0,0.693147181,1.609437912,6.104793232,1.441591568,2.45157832,18.00683468,14.65672035,0,0,0,1.386294361,6.102558595,1.171682651,2.361481284,18.00683466,14.65671992,0,0,0,0.32663426,1.808708125,0.158440879,0.859289085,2.890751389,2.684898928
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:93504854-194041961,0,0,1,3,459,2.764889207,9.124664764,100537107,3073144,0,0,0.693147181,1.386294361,6.131226489,1.325718434,2.314974503,18.42603745,14.93821203,0,0,0,1.098612289,6.12905021,1.017000564,2.210981161,18.42603744,14.9382117,0,0,0,0.094047828,1.813039797,0.016857672,0.793436381,2.913764743,2.703922474
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:1478646-8799203,0,0,1,4,393,3.405026557,10.24198274,7320557,283578,0,0,0.693147181,1.609437912,5.976350909,1.482746288,2.419655229,15.80619711,12.55524602,0,0,0,1.386294361,5.973809612,1.225252739,2.326495228,15.80619698,12.5552425,0,0,0,0.32663426,1.78738485,0.20314714,0.844362941,2.760402077,2.530138307
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:75452279-190000000,0,0,1,3,453,2.449701064,7.944786943,114547721,3139378,0,0,0.693147181,1.386294361,6.118097198,1.238287579,2.191070898,18.55650208,14.95953557,0,0,0,1.098612289,6.115892125,0.895966002,2.072515983,18.55650207,14.95953525,0,0,0,0.094047828,1.81089065,-0.109852811,0.72876332,2.920820244,2.705348906
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr5:100000-17500000,0,0,1,3,301,2.369620632,6.593760664,17400000,485158,0,0,0.693147181,1.386294361,5.710427017,1.214800166,2.027326945,16.67198082,13.09223195,0,0,0,1.098612289,5.707110265,0.862729872,1.886123848,16.67198076,13.09222989,0,0,0,0.094047828,1.741712812,-0.147653648,0.634523849,2.813729512,2.572018916
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr11:96437584-134946516,0,0,0,2,657,1.997186159,12.41860159,38508932,805915,0,0,0,1.098612289,6.489204931,1.097673902,2.596641923,17.4664008,13.5997348,0,0,0,0.693147181,6.487684018,0.69173927,2.519195477,17.46640077,13.59973356,0,0,0,-0.366512921,1.869905613,-0.368546172,0.923939595,2.86027908,2.610050201
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:103913906-120697156,0,0,0,2,648,2.489130651,15.54783162,16783250,404578,0,0,0,1.098612289,6.475432717,1.249652608,2.806255073,16.63589198,12.9106023,0,0,0,0.693147181,6.473890696,0.911933513,2.743921183,16.63589192,12.91059983,0,0,0,-0.366512921,1.867777272,-0.092188194,1.009387986,2.811562525,2.558048666
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:30028082-91800000,0,0,0,2,736,2.423718266,14.99837295,61771918,1477917,0,0,0,1.098612289,6.602587892,1.230727173,2.772487026,17.93895943,14.2061449,0,0,0,0.693147181,6.601230119,0.885302835,2.707941725,17.93895942,14.20614422,0,0,0,-0.366512921,1.887256013,-0.121825506,0.996188835,2.886974851,2.653674563
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr2:110251337-149690582,0,0,0,1,672,1.569701017,9.896899538,39439245,690461,0,0,0,0.693147181,6.51174533,0.943789556,2.388478303,17.49027197,13.44511622,0,0,0,0,6.510258341,0.450885166,2.29222153,17.49027194,13.44511477,0,0,0,0,1.873379139,-0.796542592,0.829521448,2.861644837,2.598615826
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:60000-66170270,0,0,0,2,609,2.373740827,14.15020278,66110270,1576401,0,0,0,1.098612289,6.413458957,1.216022166,2.718013917,18.00683468,14.27065559,0,0,0,0.693147181,6.411818268,0.864467119,2.649728955,18.00683466,14.27065496,0,0,0,-0.366512921,1.858142892,-0.145642009,0.974457354,2.890751389,2.658205328
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:93504854-194041961,0,0,0,2,693,1.950982278,12.46816016,100537107,2036657,0,0,0,1.098612289,6.542471961,1.08213809,2.600328393,18.42603745,14.52682079,0,0,0,0.693147181,6.541029999,0.668332978,2.523178207,18.42603744,14.5268203,0,0,0,-0.366512921,1.878094645,-0.40296876,0.9255193,2.913764743,2.675996616
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:1478646-8799203,0,0,0,2,576,2.428089557,13.42824083,7320557,188602,0,0,0,1.098612289,6.357842267,1.232003125,2.669187455,15.80619711,12.14739956,0,0,0,0.693147181,6.356107661,0.887104757,2.597360014,15.80619698,12.14739425,0,0,0,-0.366512921,1.849416187,-0.119792201,0.95449555,2.760402077,2.497114682
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:75452279-190000000,0,0,0,1,531,1.650293296,10.76421108,114547721,2027730,0,0,0,0.693147181,6.276643489,0.974670311,2.465061963,18.55650208,14.52242799,0,0,0,0,6.274762021,0.500953027,2.376226842,18.55650207,14.5224275,0,0,0,0,1.836535559,-0.691242941,0.865513869,2.920820244,2.675694179
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr5:100000-17500000,0,0,0,1,503,1.419058046,8.124278713,17400000,291398,0,0,0,0.693147181,6.222576268,0.883378227,2.210938851,16.67198082,12.58244874,0,0,0,0,6.22059017,0.349993304,2.09485695,16.67198076,12.58244531,0,0,0,0,1.827864785,-1.049841257,0.73948527,2.813729512,2.532302613
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr11:96437584-134946516,0,0,1,2,257,2.049061371,6.105725847,38508932,1156327,0,0,0.693147181,1.098612289,5.552959585,1.114833796,1.960900916,17.4664008,13.96076002,0,0,0,0.693147181,5.549076085,0.71738182,1.809226994,17.46640077,13.96075916,0,0,0,-0.366512921,1.713631443,-0.332147055,0.592899679,2.86027908,2.636250477
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:103913906-120697156,0,0,1,3,264,2.336113446,7.163135898,16783250,558524,0,0,0.693147181,1.386294361,5.579729826,1.204806491,2.099628396,16.63589198,13.23305466,0,0,0,1.098612289,5.575949103,0.848488628,1.96894786,16.63589192,13.23305287,0,0,0,0.094047828,1.718462546,-0.164298597,0.677499319,2.811562525,2.582717705
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:30028082-91800000,0,0,1,3,239,2.341970586,7.009787578,61771918,2081352,0,0,0.693147181,1.386294361,5.480638923,1.206560629,2.080664241,17.93895943,14.54852872,0,0,0,1.098612289,5.476463552,0.850992706,1.947307398,17.93895942,14.54852824,0,0,0,0.094047828,1.700459555,-0.161351722,0.666447597,2.886974851,2.677489837
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr2:110251337-149690582,0,0,1,2,222,1.716253011,4.890905459,39439245,1023365,0,0,0.693147181,1.098612289,5.407171771,0.999253361,1.773409714,17.49027197,13.83860775,0,0,0,0.693147181,5.402677382,0.540143433,1.587377452,17.49027194,13.83860678,0,0,0,-0.366512921,1.686894642,-0.615920558,0.462083253,2.861644837,2.627462279
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:60000-66170270,0,0,1,3,252,2.369813359,6.679693191,66110270,2276497,0,0,0.693147181,1.386294361,5.533389489,1.21485736,2.038579597,18.00683468,14.63814886,0,0,0,1.098612289,5.529429088,0.8628112,1.899072057,18.00683466,14.63814842,0,0,0,0.094047828,1.710084571,-0.147559383,0.641365376,2.890751389,2.683631026
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:93504854-194041961,0,0,1,2,264,2.037679998,6.045416018,100537107,2996321,0,0,0.693147181,1.098612289,5.579729826,1.111094066,1.952377195,18.42603745,14.91289609,0,0,0,0.693147181,5.575949103,0.711811905,1.799300302,18.42603744,14.91289576,0,0,0,-0.366512921,1.718462546,-0.339941581,0.587397868,2.913764743,2.702226326
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr4:1478646-8799203,0,0,1,3,222,2.39011526,6.392320859,7320557,261853,0,0,0.693147181,1.386294361,5.407171771,1.220863921,2.00044174,15.80619711,12.47554238,0,0,0,1.098612289,5.402677382,0.871341591,1.855097404,15.80619698,12.47553856,0,0,0,0.094047828,1.686894642,-0.137721197,0.617937204,2.760402077,2.523769812
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr4:75452279-190000000,0,0,1,2,239,1.798412611,5.459784201,114547721,3032865,0,0,0.693147181,1.098612289,5.480638923,1.029052332,1.865595912,18.55650208,14.92501861,0,0,0,0.693147181,5.476463552,0.586904393,1.697409265,18.55650207,14.92501828,0,0,0,-0.366512921,1.700459555,-0.532893346,0.529103127,2.920820244,2.703038884
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr5:100000-17500000,0,0,1,2,163,1.646022471,4.102354932,17400000,443089,0,0,0.693147181,1.098612289,5.099866428,0.973057558,1.629702185,16.67198082,13.00152819,0,0,0,0.693147181,5.093750201,0.498361754,1.411561183,16.67198076,13.00152593,0,0,0,-0.366512921,1.628014337,-0.696429052,0.344696314,2.813729512,2.56506673
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr11:96437584-134946516,0,0,1,3,681,2.992958906,14.47194307,38508932,1402750,0,0,0.693147181,1.386294361,6.525029658,1.384532537,2.739028259,17.4664008,14.15394587,0,0,0,1.098612289,6.523562306,1.096262499,2.672211814,17.46640077,14.15394515,0,0,0,0.094047828,1.875420593,0.091906666,0.982906524,2.86027908,2.649993395
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr1:103913906-120697156,0,0,1,3,785,3.618590499,17.58875506,16783250,692725,0,0,0.693147181,1.386294361,6.666956792,1.530089572,2.922556831,16.63589198,13.44838982,0,0,0,1.098612289,6.665683718,1.286084585,2.867259781,16.63589192,13.44838837,0,0,0,0.094047828,1.896972532,0.251602398,1.053356794,2.811562525,2.598859275
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr1:30028082-91800000,0,0,1,3,721,3.553901532,17.03260764,61771918,2546797,0,0,0.693147181,1.386294361,6.582025139,1.515984345,2.892181655,17.93895943,14.75034744,0,0,0,1.098612289,6.580639137,1.268046023,2.835129603,17.93895942,14.75034705,0,0,0,0.094047828,1.884131874,0.237477151,1.042087652,2.886974851,2.691266611
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr2:110251337-149690582,0,0,1,2,851,2.428909022,11.40266983,39439245,1251833,0,0,0.693147181,1.098612289,6.747586527,1.232242141,2.517911758,17.49027197,14.04012023,0,0,0,0.693147181,6.746412129,0.887442194,2.433847523,17.49027194,14.04011944,0,0,0,-0.366512921,1.909010827,-0.119411893,0.889473348,2.861644837,2.641918905
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr3:60000-66170270,0,0,1,3,656,3.372760964,15.86733823,66110270,2647270,0,0,0.693147181,1.386294361,6.487684018,1.475394609,2.825379103,18.00683468,14.78903986,0,0,0,1.098612289,6.486160789,1.215731686,2.764262797,18.00683466,14.78903948,0,0,0,0.094047828,1.869670798,0.195346106,1.01677398,2.890751389,2.693886331
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr3:93504854-194041961,0,0,1,3,698,2.981752568,14.31512185,100537107,3656798,0,0,0.693147181,1.386294361,6.549650742,1.381722066,2.728840696,18.42603745,15.11209873,0,0,0,1.098612289,6.548219103,1.092511238,2.66131645,18.42603744,15.11209846,0,0,0,0.094047828,1.87919312,0.088478934,0.978820907,2.913764743,2.715495645
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr4:1478646-8799203,0,0,1,3,500,3.450081053,15.10764684,7320557,310674,0,0,0.693147181,1.386294361,6.216606101,1.49292231,2.779294118,15.80619711,12.64650263,0,0,0,1.098612289,6.214608098,1.238397724,2.715201029,15.80619698,12.64649941,0,0,0,0.094047828,1.826902666,0.213818386,0.998865994,2.760402077,2.53738045
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr4:75452279-190000000,0,0,1,2,670,2.592328764,12.70023093,114547721,3716923,0,0,0.693147181,1.098612289,6.508769137,1.278800673,2.617412689,18.55650208,15.128407,0,0,0,0.693147181,6.507277712,0.952556608,2.541620177,18.55650207,15.12840673,0,0,0,-0.366512921,1.872921199,-0.048605742,0.932801743,2.920820244,2.716574217
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr5:100000-17500000,0,0,1,2,519,2.14671569,8.898007767,17400000,518291,0,0,0.693147181,1.098612289,6.253828812,1.146359271,2.292333501,16.67198082,13.15829407,0,0,0,0.693147181,6.251903883,0.763939088,2.185827405,16.67198076,13.15829214,0,0,0,-0.366512921,1.832886039,-0.269267221,0.781994432,2.813729512,2.577052141
H3K4me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr11:96437584-134946516,0,0,0,2,900,2.222335353,16.78617269,38508932,852818,0,0,0,1.098612289,6.803505258,1.170106362,2.87842134,17.4664008,13.65630261,0,0,0,0.693147181,6.802394763,0.798558604,2.820555493,17.46640077,13.65630144,0,0,0,-0.366512921,1.917274721,-0.224946922,1.036933849,2.86027908,2.614201059
